MOD11A2.A2018153.h30v12.006.2021336215143.LST_Night_1km,MOD11A2,A2018153,Lat-35.6566Lon148.1517Samp9Line9,2021336215143,13979.0,13973.0,13979.0,13936.0,13915.0,13892.0,13880.0,13880.0,13896.0,13970.0,13941.0,13937.0,13919.0,13901.0,13900.0,13907.0,13916.0,13919.0,13955.0,13944.0,13937.0,13936.0,13926.0,13922.0,13912.0,13905.0,13905.0,13934.0,13948.0,13938.0,13926.0,13913.0,13892.0,13885.0,13884.0,13862.0,13939.0,13930.0,13908.0,13892.0,13868.0,13863.0,13862.0,13850.0,13856.0,13912.0,13891.0,13879.0,13867.0,13854.0,13860.0,13837.0,13827.0,13824.0,13886.0,13874.0,13884.0,13851.0,13847.0,13824.0,13817.0,13847.0,13859.0,13856.0,13841.0,13864.0,13846.0,13851.0,13849.0,13854.0,13850.0,13857.0,13862.0,13850.0,13855.0,13856.0,13854.0,13852.0,13844.0,13833.0,13902.0
MOD11A2.A2018161.h30v12.006.2021338103107.LST_Night_1km,MOD11A2,A2018161,Lat-35.6566Lon148.1517Samp9Line9,2021338103107,13904.0,13908.0,13895.0,13855.0,13823.0,13825.0,13804.0,13783.0,13791.0,13885.0,13877.0,13855.0,13849.0,13753.0,13738.0,13720.0,13726.0,13727.0,13875.0,13866.0,13869.0,13765.0,13744.0,13741.0,13732.0,13712.0,13717.0,13873.0,13885.0,13855.0,13836.0,13819.0,13800.0,13778.0,13775.0,13815.0,13860.0,13824.0,13803.0,13782.0,13774.0,13769.0,13772.0,13778.0,13790.0,13807.0,13786.0,13781.0,13763.0,13762.0,13765.0,13771.0,13763.0,13750.0,13777.0,13762.0,13757.0,13787.0,13792.0,13758.0,13760.0,13738.0,13745.0,13688.0,13671.0,13769.0,13753.0,13762.0,13770.0,13723.0,13722.0,13644.0,13667.0,13741.0,13754.0,13769.0,13724.0,13712.0,13649.0,13632.0,13698.0
MOD11A2.A2018169.h30v12.006.2021338151143.LST_Night_1km,MOD11A2,A2018169,Lat-35.6566Lon148.1517Samp9Line9,2021338151143,13719.0,13725.0,13713.0,13684.0,13653.0,13628.0,13624.0,13607.0,13640.0,13702.0,13688.0,13660.0,13644.0,13645.0,13641.0,13653.0,13676.0,13687.0,13677.0,13656.0,13658.0,13667.0,13672.0,13682.0,13689.0,13689.0,13691.0,13661.0,13687.0,13700.0,13702.0,13698.0,13691.0,13696.0,13697.0,13700.0,13705.0,13710.0,13702.0,13689.0,13664.0,13669.0,13665.0,13663.0,13657.0,13699.0,13691.0,13667.0,13652.0,13652.0,13656.0,13636.0,13642.0,13639.0,13690.0,13658.0,13630.0,13622.0,13626.0,13625.0,13638.0,13669.0,13682.0,13638.0,13622.0,13617.0,13626.0,13666.0,13672.0,13683.0,13682.0,13678.0,13625.0,13670.0,13682.0,13683.0,13676.0,13671.0,13658.0,13674.0,13712.0
MOD11A2.A2018177.h30v12.006.2021340072614.LST_Night_1km,MOD11A2,A2018177,Lat-35.6566Lon148.1517Samp9Line9,2021340072614,13788.0,13787.0,13762.0,13732.0,13705.0,13693.0,13674.0,13675.0,13694.0,13760.0,13743.0,13725.0,13702.0,13694.0,13691.0,13692.0,13701.0,13703.0,13740.0,13723.0,13713.0,13727.0,13715.0,13718.0,13709.0,13713.0,13726.0,13717.0,13756.0,13746.0,13734.0,13717.0,13696.0,13720.0,13721.0,13722.0,13750.0,13742.0,13738.0,13698.0,13686.0,13681.0,13684.0,13709.0,13692.0,13729.0,13726.0,13688.0,13685.0,13653.0,13653.0,13667.0,13660.0,13652.0,13704.0,13695.0,13669.0,13646.0,13657.0,13667.0,13658.0,13590.0,13600.0,13640.0,13640.0,0.0,13672.0,13672.0,13709.0,13715.0,13684.0,13685.0,0.0,13656.0,13678.0,13698.0,13701.0,13686.0,13670.0,13679.0,13717.0
MOD11A2.A2018185.h30v12.006.2021340135130.LST_Night_1km,MOD11A2,A2018185,Lat-35.6566Lon148.1517Samp9Line9,2021340135130,13831.0,13803.0,13789.0,13784.0,13768.0,13758.0,13769.0,13752.0,13686.0,13787.0,13783.0,13776.0,13754.0,13749.0,13760.0,13755.0,13708.0,13712.0,13779.0,13774.0,13753.0,13751.0,13767.0,13717.0,13717.0,13707.0,13732.0,13740.0,13737.0,13770.0,13698.0,13686.0,13663.0,13707.0,13730.0,13725.0,13778.0,13727.0,13696.0,13675.0,13681.0,13679.0,13651.0,13662.0,13658.0,13722.0,13685.0,13703.0,13681.0,13645.0,13620.0,13638.0,13655.0,13717.0,13724.0,13689.0,13649.0,13622.0,13624.0,13623.0,13652.0,13666.0,13665.0,13633.0,13619.0,13678.0,13660.0,13686.0,13708.0,13718.0,13599.0,13588.0,13670.0,13649.0,13677.0,13695.0,13709.0,13696.0,13550.0,13555.0,13687.0
MOD11A2.A2018193.h30v12.006.2021341055629.LST_Night_1km,MOD11A2,A2018193,Lat-35.6566Lon148.1517Samp9Line9,2021341055629,13602.0,13606.0,13636.0,13637.0,13594.0,13589.0,13570.0,13573.0,13578.0,13597.0,13630.0,13624.0,13603.0,13576.0,13584.0,13577.0,13599.0,13605.0,13627.0,13614.0,13608.0,13595.0,13609.0,13616.0,13624.0,13620.0,13626.0,13605.0,13610.0,13616.0,13622.0,13630.0,13617.0,13612.0,13607.0,13620.0,13614.0,13628.0,13618.0,13619.0,13630.0,13621.0,13620.0,13593.0,13605.0,13619.0,13620.0,13634.0,13614.0,13595.0,13595.0,13580.0,13577.0,13578.0,13589.0,13586.0,13567.0,13558.0,13556.0,13559.0,13569.0,13596.0,13602.0,13579.0,13562.0,13555.0,13562.0,13589.0,13591.0,13606.0,13603.0,13601.0,13552.0,13566.0,13592.0,13609.0,13602.0,13603.0,13593.0,13595.0,13607.0
MOD11A2.A2018201.h30v12.006.2021341094548.LST_Night_1km,MOD11A2,A2018201,Lat-35.6566Lon148.1517Samp9Line9,2021341094548,13659.0,13659.0,13651.0,13633.0,13613.0,13607.0,13606.0,13604.0,13659.0,13637.0,13631.0,13624.0,13622.0,13613.0,13613.0,13611.0,13625.0,13632.0,13633.0,13643.0,13627.0,13626.0,13619.0,13637.0,13637.0,13720.0,13749.0,13647.0,13636.0,13631.0,13627.0,13651.0,13630.0,13710.0,13717.0,13717.0,13636.0,13631.0,13617.0,13608.0,13607.0,13608.0,13612.0,13701.0,13701.0,13635.0,13695.0,13687.0,13606.0,13599.0,13665.0,13657.0,13650.0,13657.0,13690.0,13679.0,13645.0,13636.0,13628.0,13631.0,13652.0,13750.0,13766.0,13717.0,13694.0,13705.0,13721.0,13736.0,13749.0,13762.0,13761.0,13743.0,13642.0,13708.0,13743.0,13749.0,13762.0,13743.0,13717.0,13682.0,13682.0
MOD11A2.A2018209.h30v12.006.2021351063831.LST_Night_1km,MOD11A2,A2018209,Lat-35.6566Lon148.1517Samp9Line9,2021351063831,13707.0,13705.0,13697.0,13683.0,13686.0,13673.0,13671.0,13672.0,13623.0,13693.0,13688.0,13687.0,13675.0,13671.0,13673.0,13631.0,13638.0,13648.0,13686.0,13684.0,13680.0,13643.0,13646.0,13654.0,13657.0,13685.0,13670.0,13726.0,13730.0,13731.0,13727.0,13712.0,13685.0,13685.0,13689.0,13689.0,13738.0,13735.0,13720.0,13694.0,13672.0,13661.0,13656.0,13659.0,13639.0,13715.0,13684.0,13658.0,13647.0,13634.0,13636.0,13647.0,13622.0,13618.0,13666.0,13624.0,13618.0,13616.0,0.0,13616.0,13616.0,13624.0,13639.0,13609.0,13609.0,13599.0,13599.0,13618.0,13655.0,13654.0,13656.0,13680.0,13599.0,13605.0,13607.0,13625.0,13647.0,13643.0,13642.0,13667.0,13629.0
MOD11A2.A2018217.h30v12.006.2021351064020.LST_Night_1km,MOD11A2,A2018217,Lat-35.6566Lon148.1517Samp9Line9,2021351064020,13800.0,13796.0,13773.0,13756.0,13746.0,13733.0,13717.0,13709.0,13709.0,13785.0,13775.0,13765.0,13758.0,13742.0,13734.0,13730.0,13716.0,13717.0,13777.0,13774.0,13780.0,13760.0,13745.0,13734.0,13721.0,13644.0,13727.0,13775.0,13776.0,13754.0,13735.0,13730.0,13731.0,13844.0,13696.0,13788.0,13764.0,13749.0,13736.0,13718.0,13751.0,13741.0,13744.0,13875.0,13781.0,13737.0,13784.0,13760.0,13641.0,13739.0,13833.0,0.0,13702.0,13706.0,13778.0,13759.0,13724.0,13722.0,13751.0,13684.0,13703.0,13703.0,13647.0,13743.0,13727.0,13743.0,13677.0,13688.0,0.0,0.0,13655.0,13659.0,13654.0,13672.0,13677.0,13856.0,13856.0,0.0,13579.0,13660.0,13673.0
MOD11A2.A2018225.h30v12.006.2021351064054.LST_Night_1km,MOD11A2,A2018225,Lat-35.6566Lon148.1517Samp9Line9,2021351064054,13674.0,13669.0,13644.0,13637.0,13639.0,13599.0,13596.0,13607.0,13598.0,13712.0,13641.0,13642.0,13636.0,13607.0,13612.0,13652.0,13657.0,13660.0,13647.0,13640.0,13630.0,13613.0,13616.0,13670.0,13683.0,13691.0,13699.0,13641.0,13633.0,13633.0,13638.0,13707.0,13697.0,13693.0,13697.0,13694.0,13642.0,13644.0,13715.0,13688.0,13683.0,13682.0,13680.0,13678.0,13673.0,13709.0,13693.0,13682.0,13683.0,13677.0,13661.0,13654.0,13606.0,13610.0,13685.0,13685.0,0.0,13656.0,13640.0,13637.0,13605.0,13613.0,13605.0,0.0,0.0,13647.0,13650.0,13650.0,13650.0,13619.0,13606.0,13658.0,0.0,13649.0,13650.0,13633.0,13633.0,13617.0,13593.0,13655.0,13679.0
MOD11A2.A2018233.h30v12.006.2021351064134.LST_Night_1km,MOD11A2,A2018233,Lat-35.6566Lon148.1517Samp9Line9,2021351064134,13735.0,13733.0,13718.0,13707.0,13695.0,13690.0,13677.0,13685.0,13675.0,13712.0,13702.0,13691.0,13683.0,13681.0,13668.0,13687.0,13690.0,13699.0,13694.0,13689.0,13687.0,13690.0,13693.0,13697.0,13692.0,13699.0,13699.0,13687.0,13693.0,13698.0,13701.0,13696.0,13678.0,13686.0,13686.0,13692.0,13695.0,13691.0,13685.0,13675.0,13665.0,13698.0,13702.0,13671.0,13672.0,13667.0,13666.0,13665.0,13682.0,13682.0,13647.0,13690.0,13700.0,13672.0,13667.0,13658.0,13670.0,13664.0,13663.0,13676.0,13697.0,13685.0,13693.0,13659.0,13640.0,13639.0,13651.0,13660.0,13680.0,13698.0,13704.0,13721.0,13643.0,13653.0,13684.0,13682.0,13698.0,13698.0,13698.0,13762.0,13672.0
MOD11A2.A2018241.h30v12.006.2021351064220.LST_Night_1km,MOD11A2,A2018241,Lat-35.6566Lon148.1517Samp9Line9,2021351064220,13855.0,13855.0,13820.0,13794.0,13775.0,13760.0,13740.0,13738.0,13666.0,13808.0,13804.0,13791.0,13778.0,13761.0,13754.0,13670.0,13679.0,13686.0,13820.0,13807.0,13806.0,13801.0,13799.0,13694.0,13689.0,13688.0,13685.0,13804.0,13816.0,13807.0,13798.0,13775.0,13761.0,13754.0,13755.0,13759.0,13805.0,13797.0,13783.0,13749.0,13729.0,13723.0,13725.0,13731.0,13736.0,13783.0,13765.0,13728.0,13718.0,13708.0,13714.0,13717.0,13725.0,13722.0,13736.0,13720.0,13702.0,13693.0,13735.0,13642.0,13642.0,13651.0,13664.0,13687.0,13664.0,13666.0,13746.0,13658.0,13659.0,13663.0,13660.0,13680.0,13676.0,13716.0,13650.0,13660.0,13666.0,13653.0,13664.0,13694.0,13729.0
MOD11A2.A2018249.h30v12.006.2021351064338.LST_Night_1km,MOD11A2,A2018249,Lat-35.6566Lon148.1517Samp9Line9,2021351064338,13935.0,13935.0,13921.0,13899.0,13859.0,13829.0,13810.0,13812.0,13841.0,13908.0,13906.0,13885.0,13851.0,13837.0,13840.0,13849.0,13874.0,13896.0,13897.0,13881.0,13880.0,13889.0,13891.0,13894.0,13892.0,13899.0,13902.0,13896.0,13910.0,13908.0,13910.0,13898.0,13879.0,13882.0,13885.0,13888.0,13907.0,13908.0,13905.0,13875.0,13859.0,13853.0,13857.0,13868.0,13878.0,13888.0,13886.0,13859.0,13850.0,13840.0,13840.0,13846.0,13850.0,13850.0,13882.0,13861.0,13829.0,13815.0,13818.0,13828.0,13841.0,13880.0,13899.0,13829.0,13799.0,13809.0,13832.0,13891.0,13879.0,13898.0,13900.0,13903.0,13796.0,13827.0,13859.0,13882.0,13888.0,13889.0,13864.0,13913.0,13928.0
MOD11A2.A2018257.h30v12.006.2021351064419.LST_Night_1km,MOD11A2,A2018257,Lat-35.6566Lon148.1517Samp9Line9,2021351064419,13756.0,13748.0,13732.0,13696.0,13673.0,13637.0,13689.0,13699.0,13715.0,13726.0,13716.0,13689.0,13658.0,13651.0,13716.0,13734.0,13752.0,13780.0,13760.0,13755.0,13765.0,13764.0,13760.0,13772.0,13780.0,13785.0,13790.0,13768.0,13787.0,13792.0,13787.0,13785.0,13777.0,13778.0,13782.0,13783.0,13797.0,13793.0,13781.0,13774.0,13755.0,13745.0,13744.0,13742.0,13747.0,13778.0,13766.0,13756.0,13731.0,13724.0,13717.0,13724.0,13724.0,13727.0,13764.0,13732.0,13685.0,13677.0,13685.0,13708.0,13703.0,13733.0,13753.0,13687.0,13665.0,13659.0,13748.0,13724.0,13737.0,13757.0,13758.0,13770.0,13686.0,13724.0,13723.0,13741.0,13756.0,13750.0,13749.0,13757.0,13817.0
MOD11A2.A2018265.h30v12.006.2021351064458.LST_Night_1km,MOD11A2,A2018265,Lat-35.6566Lon148.1517Samp9Line9,2021351064458,13936.0,13941.0,13920.0,13883.0,13843.0,13812.0,13787.0,13784.0,13819.0,13907.0,13901.0,13876.0,13833.0,13817.0,13816.0,13814.0,13849.0,13858.0,13904.0,13875.0,13862.0,13864.0,13860.0,13865.0,13867.0,13863.0,13867.0,13878.0,13892.0,13891.0,13886.0,13871.0,13847.0,13844.0,13853.0,13857.0,13892.0,13887.0,13870.0,13840.0,13821.0,13814.0,13817.0,13831.0,13841.0,13866.0,13854.0,13829.0,13815.0,13799.0,13790.0,13799.0,13800.0,13801.0,13847.0,13822.0,13786.0,13765.0,13759.0,13763.0,13780.0,13820.0,13837.0,13788.0,13746.0,13751.0,13772.0,13801.0,13823.0,13839.0,13826.0,13829.0,13739.0,13767.0,13796.0,13825.0,13836.0,13828.0,13792.0,13822.0,13915.0
MOD11A2.A2018273.h30v12.006.2021351064536.LST_Night_1km,MOD11A2,A2018273,Lat-35.6566Lon148.1517Samp9Line9,2021351064536,14027.0,14014.0,13978.0,13959.0,13932.0,13890.0,13881.0,13877.0,13909.0,13969.0,13972.0,13953.0,13931.0,13906.0,13898.0,13897.0,13922.0,13931.0,13954.0,13962.0,13950.0,13946.0,13938.0,13932.0,13936.0,13929.0,13932.0,13966.0,13972.0,13955.0,13940.0,13930.0,13922.0,13913.0,13920.0,13924.0,13956.0,13946.0,13929.0,13916.0,13895.0,13887.0,13891.0,13903.0,13894.0,13943.0,13923.0,13901.0,13879.0,13875.0,13878.0,13888.0,13884.0,13892.0,13912.0,13881.0,13859.0,13846.0,13853.0,13857.0,13884.0,13904.0,13916.0,13851.0,13830.0,13851.0,13863.0,13879.0,13904.0,13918.0,13910.0,13910.0,13821.0,13870.0,13877.0,13902.0,13908.0,13900.0,13878.0,13909.0,13968.0
MOD11A2.A2018281.h30v12.006.2021351064650.LST_Night_1km,MOD11A2,A2018281,Lat-35.6566Lon148.1517Samp9Line9,2021351064650,13982.0,13978.0,13956.0,13935.0,13928.0,13914.0,13895.0,13923.0,13929.0,13962.0,13949.0,13941.0,13930.0,13919.0,13899.0,13890.0,13905.0,13917.0,13966.0,13959.0,13948.0,13926.0,13907.0,13903.0,13904.0,13902.0,13901.0,13935.0,13920.0,13911.0,13898.0,13890.0,13875.0,13865.0,13866.0,13902.0,13905.0,13892.0,13876.0,13866.0,13860.0,13856.0,13859.0,13863.0,13910.0,13873.0,13860.0,13850.0,13883.0,13854.0,13857.0,13864.0,13876.0,13911.0,13855.0,13849.0,13850.0,13845.0,13855.0,13860.0,13875.0,13883.0,13898.0,13847.0,13842.0,13848.0,13861.0,13867.0,13882.0,13888.0,13899.0,13947.0,13849.0,13861.0,13869.0,13872.0,13881.0,13885.0,13930.0,13941.0,14024.0
MOD11A2.A2018289.h30v12.006.2021351064728.LST_Night_1km,MOD11A2,A2018289,Lat-35.6566Lon148.1517Samp9Line9,2021351064728,14096.0,14103.0,14081.0,14053.0,14012.0,13973.0,13969.0,13983.0,14005.0,14072.0,14061.0,14041.0,13997.0,13984.0,13996.0,14013.0,14031.0,14050.0,14050.0,14037.0,14022.0,14029.0,14035.0,14044.0,14043.0,14053.0,14059.0,14047.0,14063.0,14064.0,14070.0,14050.0,14040.0,14038.0,14049.0,14053.0,14077.0,14074.0,14045.0,14020.0,14022.0,14013.0,14015.0,14027.0,14026.0,14040.0,14029.0,14011.0,13982.0,13965.0,13961.0,13991.0,13985.0,13974.0,14015.0,14017.0,13986.0,13933.0,13935.0,13965.0,13973.0,14001.0,14019.0,13956.0,13931.0,13922.0,13930.0,13950.0,13995.0,14020.0,14024.0,14046.0,13928.0,13943.0,13974.0,13991.0,14006.0,13990.0,13982.0,14019.0,14079.0
MOD11A2.A2018297.h30v12.006.2021351105428.LST_Night_1km,MOD11A2,A2018297,Lat-35.6566Lon148.1517Samp9Line9,2021351105428,14194.0,14151.0,14069.0,14063.0,14023.0,14001.0,13985.0,13999.0,14062.0,14160.0,14090.0,14083.0,14054.0,14039.0,14048.0,14053.0,14065.0,14116.0,14101.0,14085.0,14073.0,14066.0,14075.0,14059.0,14115.0,14120.0,14148.0,14063.0,14080.0,14079.0,14074.0,14073.0,14105.0,14097.0,14134.0,14137.0,14131.0,14132.0,14111.0,14104.0,14088.0,14088.0,14097.0,14099.0,14104.0,14118.0,14104.0,14094.0,14057.0,14044.0,14036.0,14029.0,14030.0,14036.0,14102.0,14053.0,14014.0,13993.0,13988.0,14009.0,14042.0,14069.0,14103.0,14007.0,13972.0,13975.0,13990.0,14005.0,14044.0,14087.0,14082.0,14086.0,13979.0,14032.0,14059.0,14043.0,14060.0,14081.0,14065.0,14080.0,14100.0
MOD11A2.A2018305.h30v12.006.2021354210625.LST_Night_1km,MOD11A2,A2018305,Lat-35.6566Lon148.1517Samp9Line9,2021354210625,13903.0,13909.0,13897.0,13878.0,13863.0,13900.0,13896.0,13924.0,13939.0,13882.0,13872.0,13867.0,13845.0,13834.0,13927.0,13942.0,13914.0,13896.0,13865.0,13897.0,13892.0,13902.0,13912.0,13923.0,13970.0,13976.0,13911.0,13905.0,13929.0,13931.0,13930.0,13924.0,13958.0,13958.0,13886.0,13947.0,13930.0,13930.0,13924.0,13986.0,13984.0,13985.0,13943.0,13942.0,13936.0,13920.0,13914.0,13975.0,13966.0,13913.0,13914.0,13913.0,13912.0,13922.0,14005.0,13966.0,13921.0,13872.0,13874.0,13876.0,13846.0,13875.0,13959.0,13895.0,13852.0,13851.0,13866.0,13899.0,13934.0,13961.0,13954.0,13955.0,13856.0,13854.0,13910.0,13917.0,13950.0,13953.0,13928.0,13936.0,13913.0
MOD11A2.A2018313.h30v12.006.2021355013449.LST_Night_1km,MOD11A2,A2018313,Lat-35.6566Lon148.1517Samp9Line9,2021355013449,14127.0,14160.0,14147.0,14124.0,14050.0,14037.0,14017.0,14026.0,14047.0,14122.0,14109.0,14087.0,14049.0,14023.0,14022.0,14018.0,14033.0,14036.0,14105.0,14052.0,14048.0,14054.0,14053.0,14045.0,14044.0,14043.0,14088.0,14074.0,14089.0,14079.0,14069.0,14084.0,14035.0,14026.0,14039.0,14048.0,14074.0,14078.0,14070.0,14031.0,14007.0,14004.0,14010.0,14022.0,14049.0,14082.0,14051.0,14018.0,14008.0,14010.0,14005.0,14012.0,14001.0,14010.0,14063.0,14047.0,14014.0,13998.0,13995.0,14005.0,14016.0,14037.0,14065.0,14005.0,13969.0,13973.0,14002.0,14033.0,14051.0,14059.0,14050.0,14041.0,13954.0,13978.0,14018.0,14041.0,14056.0,14048.0,14014.0,14024.0,14087.0
MOD11A2.A2018321.h30v12.006.2021361224629.LST_Night_1km,MOD11A2,A2018321,Lat-35.6566Lon148.1517Samp9Line9,2021361224629,14251.0,14242.0,14208.0,14196.0,14190.0,14176.0,14158.0,14127.0,14127.0,14219.0,14210.0,14204.0,14197.0,14171.0,14147.0,14121.0,14120.0,14122.0,14198.0,14194.0,14190.0,14167.0,14142.0,14126.0,14120.0,14117.0,14122.0,14187.0,14175.0,14157.0,14151.0,14138.0,14105.0,14044.0,14091.0,14110.0,14159.0,14149.0,14060.0,14045.0,14032.0,14033.0,14040.0,14106.0,14106.0,14062.0,14049.0,14036.0,14032.0,14028.0,14017.0,14111.0,14109.0,14096.0,14046.0,14034.0,14066.0,14055.0,14099.0,14102.0,14108.0,14134.0,14135.0,14030.0,14029.0,14093.0,14099.0,14098.0,14113.0,14117.0,14103.0,14115.0,14085.0,14094.0,14094.0,14097.0,14101.0,14094.0,14073.0,14105.0,14170.0
MOD11A2.A2018329.h30v12.006.2021362050409.LST_Night_1km,MOD11A2,A2018329,Lat-35.6566Lon148.1517Samp9Line9,2021362050409,14161.0,14161.0,14149.0,14141.0,14117.0,14083.0,14066.0,14054.0,14076.0,14157.0,14180.0,14118.0,14079.0,14063.0,14065.0,14081.0,14113.0,14134.0,14140.0,14111.0,14104.0,14106.0,14110.0,14126.0,14132.0,14137.0,14139.0,14120.0,14141.0,14152.0,14150.0,14137.0,14126.0,14120.0,14128.0,14141.0,14157.0,14158.0,14143.0,14117.0,14107.0,14100.0,14109.0,14123.0,14121.0,14140.0,14124.0,14109.0,14095.0,14088.0,14089.0,14088.0,14088.0,14087.0,14121.0,14107.0,14075.0,14063.0,14060.0,14061.0,14080.0,14105.0,14129.0,14070.0,14032.0,14036.0,14067.0,14079.0,14115.0,14129.0,14133.0,14139.0,14030.0,14064.0,14096.0,14111.0,14125.0,14119.0,14104.0,14159.0,14170.0
MOD11A2.A2018337.h30v12.006.2021365064925.LST_Night_1km,MOD11A2,A2018337,Lat-35.6566Lon148.1517Samp9Line9,2021365064925,14357.0,14343.0,14319.0,14285.0,14274.0,14244.0,14228.0,14209.0,14222.0,14311.0,14314.0,14284.0,14260.0,14247.0,14245.0,14222.0,14312.0,14320.0,14374.0,14364.0,14267.0,14271.0,14265.0,14251.0,14323.0,14321.0,14240.0,14275.0,14231.0,14280.0,14267.0,14248.0,14315.0,14298.0,14224.0,14233.0,14279.0,14273.0,14260.0,14307.0,14279.0,14210.0,14217.0,14224.0,14240.0,14350.0,14325.0,14300.0,14281.0,14216.0,14215.0,14228.0,14227.0,14219.0,14243.0,14223.0,14234.0,14243.0,14242.0,14243.0,14206.0,14186.0,14253.0,14235.0,14219.0,14240.0,14256.0,14260.0,14225.0,14245.0,14279.0,14263.0,14198.0,14219.0,14248.0,14236.0,14233.0,14223.0,14244.0,14316.0,14372.0
MOD11A2.A2018345.h30v12.006.2021365114023.LST_Night_1km,MOD11A2,A2018345,Lat-35.6566Lon148.1517Samp9Line9,2021365114023,14302.0,14322.0,14315.0,14285.0,14272.0,14253.0,14240.0,14285.0,14314.0,14301.0,14290.0,14263.0,14302.0,14273.0,14281.0,14303.0,14305.0,14310.0,14350.0,14308.0,14304.0,14298.0,14316.0,14318.0,14314.0,14305.0,14287.0,14319.0,14316.0,14334.0,14345.0,14323.0,14315.0,14290.0,14219.0,14230.0,14329.0,14341.0,14331.0,14289.0,14288.0,14280.0,14210.0,14217.0,14257.0,14325.0,14316.0,14293.0,14278.0,14223.0,14194.0,14201.0,14190.0,14245.0,14314.0,14244.0,14213.0,14199.0,14192.0,14160.0,14178.0,14244.0,14291.0,14216.0,14190.0,14192.0,14201.0,14219.0,14232.0,14249.0,14279.0,14284.0,14185.0,14200.0,14220.0,14234.0,14243.0,14305.0,14228.0,14250.0,14318.0
MOD11A2.A2018353.h30v12.006.2021365163005.LST_Night_1km,MOD11A2,A2018353,Lat-35.6566Lon148.1517Samp9Line9,2021365163005,14401.0,14409.0,14398.0,14340.0,14321.0,14309.0,14294.0,14285.0,14297.0,14386.0,14377.0,14338.0,14322.0,14310.0,14300.0,14295.0,14311.0,14293.0,14363.0,14331.0,14324.0,14307.0,14301.0,14325.0,14328.0,14294.0,14333.0,14352.0,14360.0,14370.0,14354.0,14332.0,14314.0,14309.0,14321.0,14332.0,14365.0,14366.0,14342.0,14305.0,14290.0,14297.0,14288.0,14283.0,14268.0,14356.0,14334.0,14307.0,14291.0,14266.0,14258.0,14256.0,14264.0,14266.0,14323.0,14306.0,14240.0,14225.0,14221.0,14233.0,14254.0,14290.0,14290.0,14225.0,14192.0,14222.0,14239.0,14262.0,14287.0,14312.0,14308.0,14308.0,14195.0,14238.0,14254.0,14282.0,14311.0,14302.0,14267.0,14260.0,14347.0
MOD11A2.A2018361.h30v12.006.2021365212507.LST_Night_1km,MOD11A2,A2018361,Lat-35.6566Lon148.1517Samp9Line9,2021365212507,14707.0,14707.0,14707.0,14571.0,14521.0,14506.0,14500.0,14495.0,14509.0,14701.0,14699.0,14668.0,14521.0,14520.0,14515.0,14520.0,14537.0,14554.0,14699.0,14532.0,14531.0,14525.0,14524.0,14531.0,14552.0,14557.0,14683.0,14570.0,14687.0,14690.0,14692.0,14554.0,14544.0,14553.0,14556.0,14680.0,14712.0,14713.0,14714.0,14548.0,14530.0,14529.0,14512.0,14520.0,14503.0,14727.0,14727.0,14530.0,14507.0,14492.0,14484.0,14468.0,14469.0,14468.0,14700.0,14512.0,14492.0,14476.0,14477.0,14496.0,14501.0,14495.0,14669.0,14468.0,14455.0,14456.0,14483.0,14503.0,14505.0,14521.0,14530.0,14505.0,14458.0,14490.0,14503.0,14512.0,14627.0,14506.0,14496.0,14483.0,14629.0
MOD11A2.A2019001.h30v12.006.2022018132929.LST_Night_1km,MOD11A2,A2019001,Lat-35.6566Lon148.1517Samp9Line9,2022018132929,14616.0,14611.0,14595.0,14524.0,14477.0,14463.0,14450.0,14437.0,14426.0,14595.0,14524.0,14511.0,14473.0,14456.0,14445.0,14437.0,14438.0,14445.0,14571.0,14553.0,14481.0,14468.0,14457.0,14477.0,14472.0,14472.0,14475.0,14570.0,14510.0,14501.0,14500.0,14483.0,14467.0,14465.0,14465.0,14467.0,14508.0,14556.0,14550.0,14461.0,14442.0,14442.0,14447.0,14459.0,14463.0,14495.0,14543.0,14445.0,14437.0,14428.0,14425.0,14424.0,14422.0,14446.0,14538.0,14437.0,14429.0,14408.0,14404.0,14440.0,14414.0,14454.0,14454.0,14401.0,14430.0,14427.0,14440.0,14443.0,14455.0,14460.0,14438.0,14457.0,14421.0,14443.0,14493.0,14456.0,14458.0,14435.0,14419.0,14466.0,14498.0
MOD11A2.A2019009.h30v12.006.2022018133009.LST_Night_1km,MOD11A2,A2019009,Lat-35.6566Lon148.1517Samp9Line9,2022018133009,14752.0,14696.0,14675.0,14628.0,14580.0,14546.0,14549.0,14568.0,14453.0,14654.0,14661.0,14606.0,14552.0,14580.0,14571.0,14527.0,14541.0,14583.0,14659.0,14513.0,14513.0,14508.0,14564.0,14600.0,14583.0,14571.0,14577.0,14522.0,14539.0,14533.0,14653.0,14606.0,14563.0,14570.0,14570.0,14570.0,14540.0,14529.0,14549.0,14555.0,14541.0,14549.0,14547.0,14545.0,14545.0,14511.0,14535.0,14501.0,14471.0,14522.0,14513.0,14505.0,14500.0,14494.0,14533.0,14477.0,14419.0,14368.0,14464.0,14464.0,14476.0,14548.0,14538.0,14416.0,14351.0,14354.0,14400.0,14528.0,14549.0,14567.0,14513.0,14500.0,14357.0,14394.0,14465.0,14474.0,14531.0,14519.0,14434.0,14470.0,14568.0
